id,age,job,marital,education,balance,housing,loan,contact
34099,49,entrepreneur,single,secondary,5802,no,no,cellular
34100,23,technician,single,secondary,598,no,no,cellular
34101,58,blue-collar,married,unknown,3585,no,no,cellular
34102,47,blue-collar,married,primary,2749,yes,no,cellular
34103,25,management,single,tertiary,436,no,no,cellular
34104,54,management,married,unknown,527,yes,no,cellular
34105,26,student,single,unknown,2503,no,no,cellular
34106,35,management,single,tertiary,1162,no,no,cellular
34107,30,technician,single,unknown,766,no,no,cellular
34108,34,management,married,tertiary,0,yes,no,cellular
34109,30,technician,married,secondary,776,no,no,cellular
34110,54,management,married,tertiary,1014,no,yes,cellular
34111,58,retired,married,secondary,919,yes,yes,cellular
34112,49,admin.,single,unknown,1226,no,no,cellular
34113,38,technician,married,secondary,865,yes,no,cellular
34114,31,management,single,tertiary,1619,no,no,cellular
34115,49,blue-collar,married,secondary,298,yes,no,cellular
34116,57,admin.,married,primary,1119,no,no,cellular
34117,30,blue-collar,married,secondary,4389,yes,no,cellular
34118,41,admin.,married,primary,1316,yes,no,cellular
34119,39,housemaid,married,tertiary,2990,no,no,telephone
34120,44,blue-collar,married,secondary,630,no,no,cellular
34121,30,student,single,secondary,25,no,no,telephone
34122,70,technician,married,secondary,3020,no,no,telephone
34123,35,management,married,tertiary,71,yes,no,cellular
34124,55,admin.,married,secondary,139,no,no,cellular
34125,30,management,single,tertiary,620,yes,no,cellular
34126,25,admin.,single,secondary,2816,no,no,cellular
34127,47,blue-collar,married,secondary,2173,yes,no,cellular
34128,26,technician,single,secondary,507,no,no,cellular
34129,85,retired,married,primary,98,no,no,cellular
34130,39,management,married,tertiary,4539,no,no,cellular
34131,46,technician,married,unknown,3914,yes,no,cellular
34132,34,management,married,tertiary,-308,yes,no,cellular
34133,34,student,single,unknown,1281,no,no,cellular
34134,35,technician,married,secondary,-288,yes,yes,cellular
34135,25,technician,single,secondary,1105,yes,no,cellular
34136,55,blue-collar,married,primary,3297,yes,yes,telephone
34137,35,admin.,single,secondary,206,yes,no,cellular
34138,45,admin.,married,secondary,1435,yes,no,cellular
34139,59,housemaid,married,primary,182,no,no,cellular
34140,33,services,married,secondary,478,no,no,cellular
34141,30,technician,married,secondary,1660,yes,no,cellular
34142,36,management,married,tertiary,2957,yes,yes,cellular
34143,29,management,single,tertiary,2753,no,no,cellular
34144,39,management,married,tertiary,0,no,no,cellular
34145,45,technician,married,secondary,89,yes,no,cellular
34146,33,blue-collar,single,secondary,498,no,no,cellular
34147,38,technician,single,secondary,565,yes,no,cellular
34148,33,blue-collar,single,tertiary,700,no,no,cellular
34149,58,management,married,tertiary,4152,yes,no,cellular
34150,32,management,single,tertiary,697,no,no,cellular
34151,61,retired,divorced,secondary,927,no,no,cellular
34152,32,management,single,tertiary,0,yes,no,cellular
34153,35,admin.,married,tertiary,286,no,no,cellular
34154,32,management,married,tertiary,1388,yes,no,cellular
34155,41,management,married,tertiary,27696,no,no,cellular
34156,29,management,married,tertiary,30,no,no,cellular
34157,29,unemployed,single,secondary,486,no,no,telephone
34158,50,admin.,single,secondary,2252,no,no,cellular
34159,31,technician,single,tertiary,454,no,no,cellular
34160,31,admin.,single,tertiary,4041,no,no,cellular
34161,54,technician,married,secondary,0,no,no,telephone
34162,33,technician,married,tertiary,0,no,no,cellular
34163,48,management,married,secondary,36686,no,no,cellular
34164,36,admin.,single,secondary,728,no,no,cellular
34165,31,management,single,tertiary,354,no,no,cellular
34166,32,technician,single,tertiary,1246,yes,no,cellular
34167,28,services,single,primary,307,no,no,cellular
34168,34,management,married,tertiary,3047,no,no,cellular
34169,49,housemaid,divorced,secondary,0,no,no,telephone
34170,24,student,single,secondary,382,no,no,cellular
34171,29,management,single,tertiary,36252,yes,no,cellular
34172,27,admin.,married,tertiary,73,no,no,cellular
34173,40,management,married,tertiary,158,no,no,telephone
34174,26,self-employed,single,tertiary,553,no,no,cellular
34175,28,self-employed,single,secondary,68,no,no,cellular
34176,29,blue-collar,single,secondary,734,yes,yes,cellular
34177,30,admin.,single,tertiary,305,no,no,cellular
34178,24,student,single,secondary,160,no,no,cellular
34179,33,self-employed,married,tertiary,263,no,no,cellular
34180,57,management,married,tertiary,350,no,no,telephone
34181,31,student,single,tertiary,0,no,no,cellular
34182,26,self-employed,married,tertiary,219,no,no,cellular
34183,45,blue-collar,married,secondary,10252,no,no,cellular
34184,37,technician,single,tertiary,6101,no,no,cellular
34185,37,management,single,tertiary,3141,no,no,cellular
34186,29,student,single,secondary,1854,no,no,telephone
34187,36,technician,single,secondary,1228,yes,no,cellular
34188,52,management,married,tertiary,1356,yes,no,cellular
34189,60,blue-collar,married,primary,1723,no,no,cellular
34190,27,student,single,unknown,1444,no,no,cellular
34191,27,technician,single,secondary,1511,yes,no,cellular
34192,40,management,married,tertiary,7780,no,no,telephone
34193,36,management,married,tertiary,130,no,no,cellular
34194,40,technician,single,tertiary,1646,yes,no,cellular
34195,50,management,single,unknown,1277,no,no,cellular
34196,34,management,single,tertiary,1058,yes,no,cellular
34197,28,unemployed,single,primary,236,no,no,cellular
34198,33,management,single,tertiary,5437,no,no,cellular
34199,31,services,single,secondary,125,no,no,cellular
34200,33,technician,married,secondary,133,no,no,cellular
34201,56,management,married,tertiary,2333,no,no,cellular
34202,46,management,married,tertiary,1446,no,no,cellular
34203,34,technician,single,tertiary,992,yes,no,cellular
34204,39,admin.,married,secondary,140,no,no,cellular
34205,20,student,married,unknown,292,no,no,cellular
34206,45,blue-collar,married,secondary,640,yes,no,cellular
34207,33,management,single,tertiary,417,yes,no,cellular
34208,50,management,divorced,tertiary,1270,yes,no,cellular
34209,25,student,single,tertiary,253,no,no,cellular
34210,41,blue-collar,married,secondary,5060,no,no,cellular
34211,38,technician,divorced,secondary,902,yes,no,cellular
34212,47,technician,married,secondary,335,no,no,cellular
34213,60,admin.,divorced,secondary,4519,no,no,cellular
34214,49,management,married,tertiary,1,no,no,telephone
34215,34,management,single,tertiary,14,yes,no,telephone
34216,36,services,single,secondary,365,no,no,cellular
34217,36,technician,married,tertiary,911,yes,yes,cellular
34218,37,entrepreneur,single,secondary,20453,yes,no,telephone
34219,42,admin.,single,secondary,1451,yes,no,cellular
34220,24,student,single,unknown,0,no,no,cellular
34221,33,technician,single,tertiary,1636,yes,no,cellular
34222,26,services,single,secondary,256,yes,no,cellular
34223,49,admin.,married,secondary,3620,no,no,cellular
34224,25,services,single,secondary,642,yes,yes,cellular
34225,40,blue-collar,married,primary,-388,yes,no,cellular
34226,36,admin.,married,tertiary,3221,no,no,cellular
34227,28,blue-collar,single,tertiary,1984,yes,no,cellular
34228,31,management,single,tertiary,630,no,no,cellular
34229,30,management,single,tertiary,220,yes,no,cellular
34230,44,blue-collar,single,secondary,0,yes,no,cellular
34231,52,unemployed,married,secondary,94,no,no,cellular
34232,33,admin.,married,tertiary,69,no,yes,cellular
34233,22,admin.,single,tertiary,897,yes,no,cellular
34234,60,housemaid,married,primary,2580,no,no,telephone
34235,60,technician,married,secondary,316,no,no,cellular
34236,33,technician,married,secondary,2044,yes,no,cellular
34237,29,services,single,tertiary,8947,yes,no,cellular
34238,39,services,married,secondary,8876,no,no,cellular
34239,32,student,single,tertiary,214,no,no,cellular
34240,28,management,single,tertiary,672,no,no,cellular
34241,45,services,married,tertiary,4958,no,no,cellular
34242,33,technician,married,secondary,557,no,no,cellular
34243,35,unemployed,married,secondary,977,yes,no,cellular
34244,33,services,single,secondary,489,yes,no,cellular
34245,67,retired,married,unknown,696,no,no,telephone
34246,57,admin.,single,secondary,738,no,no,cellular
34247,32,student,single,tertiary,1138,no,no,cellular
34248,44,blue-collar,married,secondary,4236,yes,no,cellular
34249,49,management,married,tertiary,1,yes,no,cellular
34250,48,blue-collar,married,secondary,863,yes,no,telephone
34251,28,student,single,secondary,891,no,no,telephone
34252,48,management,divorced,tertiary,428,yes,no,cellular
34253,49,blue-collar,married,primary,1133,yes,no,cellular
34254,39,admin.,married,secondary,563,yes,no,cellular
34255,35,technician,single,secondary,5731,yes,no,cellular
34256,28,admin.,single,secondary,1842,yes,no,cellular
34257,34,management,single,tertiary,2187,yes,no,cellular
34258,28,blue-collar,married,primary,-65,yes,no,cellular
34259,47,management,married,secondary,2010,no,no,telephone
34260,42,management,single,tertiary,10907,no,no,cellular
34261,31,management,single,tertiary,6495,no,no,cellular
34262,26,admin.,single,secondary,160,no,yes,cellular
34263,41,admin.,married,tertiary,1536,no,no,cellular
34264,44,admin.,married,secondary,10354,no,no,telephone
34265,29,management,married,tertiary,451,no,no,cellular
34266,26,management,single,tertiary,4683,yes,no,cellular
34267,22,student,single,secondary,1925,no,no,cellular
34268,36,management,single,tertiary,1876,no,no,cellular
34269,50,management,married,tertiary,346,no,no,cellular
34270,41,management,married,tertiary,298,no,no,cellular
34271,57,retired,divorced,primary,606,no,no,cellular
34272,25,student,single,secondary,41,yes,no,telephone
34273,26,self-employed,single,tertiary,1153,no,no,cellular
34274,36,blue-collar,married,secondary,218,yes,no,cellular
34275,31,services,married,secondary,2083,yes,no,cellular
34276,32,technician,married,secondary,282,yes,no,cellular
34277,34,self-employed,married,secondary,1813,no,no,cellular
34278,33,blue-collar,married,secondary,-208,yes,yes,cellular
34279,41,blue-collar,married,secondary,72,yes,no,cellular
34280,36,self-employed,married,secondary,188,yes,yes,cellular
34281,41,blue-collar,married,secondary,1354,yes,no,cellular
34282,19,student,single,unknown,5368,no,no,cellular
34283,33,admin.,divorced,secondary,661,yes,no,cellular
34284,40,unemployed,single,secondary,356,yes,no,cellular
34285,33,admin.,married,tertiary,4984,yes,no,cellular
34286,59,management,married,tertiary,3421,no,no,cellular
34287,30,management,single,tertiary,11278,no,no,cellular
34288,42,management,married,tertiary,2,yes,yes,telephone
34289,19,student,single,primary,0,no,no,cellular
34290,51,blue-collar,married,primary,296,yes,no,cellular
34291,45,technician,married,secondary,1998,no,no,cellular
34292,35,management,married,tertiary,520,yes,no,cellular
34293,35,services,married,secondary,17,yes,no,cellular
34294,33,unemployed,single,tertiary,850,no,no,cellular
34295,33,blue-collar,married,primary,5151,yes,yes,cellular
34296,28,management,single,tertiary,678,no,yes,cellular
34297,38,management,divorced,tertiary,6368,yes,no,cellular
34298,31,management,single,tertiary,2480,no,no,cellular
34299,32,management,married,tertiary,2458,yes,no,cellular
34300,30,entrepreneur,single,secondary,572,yes,no,cellular
34301,31,management,married,tertiary,0,yes,no,cellular
34302,33,management,married,tertiary,415,no,no,cellular
34303,52,technician,married,tertiary,876,no,no,cellular
34304,35,management,married,tertiary,93,no,no,cellular
34305,37,blue-collar,married,primary,2939,yes,no,cellular
34306,32,technician,single,secondary,945,no,no,cellular
34307,56,self-employed,married,tertiary,349,yes,no,telephone
34308,30,self-employed,married,tertiary,2666,no,no,cellular
34309,31,technician,married,secondary,4182,yes,no,cellular
34310,32,management,married,tertiary,141,yes,no,cellular
34311,28,blue-collar,single,primary,551,no,no,cellular
34312,45,technician,married,secondary,280,yes,no,cellular
34313,34,management,single,tertiary,308,yes,no,cellular
34314,32,self-employed,divorced,tertiary,3271,no,no,cellular
34315,31,management,single,tertiary,775,yes,no,cellular
34316,49,unemployed,married,secondary,207,no,no,telephone
34317,44,self-employed,married,unknown,163,yes,no,cellular
34318,39,management,single,tertiary,1515,yes,no,cellular
34319,58,management,married,unknown,3658,no,no,cellular
34320,24,admin.,single,secondary,99,no,no,cellular
34321,35,technician,single,secondary,538,yes,no,cellular
34322,53,technician,married,secondary,112,no,no,telephone
34323,45,blue-collar,married,primary,803,yes,no,cellular
34324,32,blue-collar,married,secondary,119,no,no,cellular
34325,28,blue-collar,single,secondary,3817,yes,no,cellular
34326,31,technician,married,tertiary,636,yes,no,cellular
34327,23,student,single,tertiary,82,no,no,cellular
34328,36,admin.,single,secondary,115,no,no,cellular
34329,33,self-employed,single,tertiary,1049,no,no,cellular
34330,32,blue-collar,married,primary,-148,yes,no,cellular
34331,55,technician,single,secondary,1199,no,yes,telephone
34332,34,entrepreneur,married,tertiary,1076,yes,no,cellular
34333,32,blue-collar,single,secondary,400,no,no,cellular
34334,26,blue-collar,married,primary,104,yes,no,cellular
34335,32,management,single,tertiary,0,no,no,cellular
34336,39,management,single,tertiary,2454,yes,no,cellular
34337,30,management,single,tertiary,533,no,no,cellular
34338,63,management,married,unknown,2352,no,no,telephone
34339,33,management,married,secondary,11,yes,no,cellular
34340,56,retired,married,primary,9367,no,no,cellular
34341,57,retired,married,tertiary,1458,no,no,telephone
34342,30,management,married,tertiary,10884,no,no,cellular
34343,43,technician,married,secondary,4056,no,no,cellular
34344,29,blue-collar,single,secondary,369,yes,no,cellular
34345,38,admin.,married,secondary,47,yes,no,cellular
34346,40,admin.,married,secondary,1313,yes,no,cellular
34347,31,management,single,tertiary,12857,yes,no,telephone
34348,36,management,single,tertiary,3850,yes,no,cellular
34349,43,entrepreneur,married,secondary,0,no,no,telephone
34350,24,student,single,unknown,782,no,no,cellular
34351,26,technician,single,secondary,237,yes,no,cellular
34352,54,management,married,tertiary,1168,no,no,telephone
34353,37,student,single,unknown,444,no,no,cellular
34354,46,management,single,tertiary,334,yes,no,telephone
34355,48,blue-collar,married,secondary,3776,no,no,telephone
34356,51,technician,single,tertiary,318,no,no,cellular
34357,34,management,married,tertiary,201,no,no,telephone
34358,30,unemployed,married,secondary,476,no,no,cellular
34359,36,management,married,tertiary,953,yes,yes,telephone
34360,29,management,single,tertiary,9407,no,no,cellular
34361,53,management,divorced,tertiary,2152,no,no,cellular
34362,24,student,single,secondary,387,no,no,telephone
34363,25,unemployed,married,secondary,715,no,no,cellular
34364,34,blue-collar,married,secondary,315,no,no,cellular
34365,39,technician,married,tertiary,11766,yes,no,cellular
34366,25,student,single,secondary,203,no,no,cellular
34367,35,entrepreneur,married,secondary,2971,no,no,cellular
34368,57,technician,married,tertiary,1103,no,no,cellular
34369,32,management,single,tertiary,202,no,no,cellular
34370,31,admin.,single,secondary,690,no,no,cellular
34371,33,management,married,tertiary,0,yes,no,telephone
34372,26,admin.,single,unknown,677,no,no,cellular
34373,43,technician,married,tertiary,2643,no,no,telephone
34374,32,management,single,tertiary,2360,no,no,cellular
34375,36,services,single,secondary,1227,yes,yes,cellular
34376,41,management,married,secondary,1956,no,no,cellular
34377,25,student,married,tertiary,4923,yes,yes,cellular
34378,34,blue-collar,married,primary,698,yes,no,cellular
34379,25,technician,single,secondary,9154,yes,no,telephone
34380,27,management,single,tertiary,88,no,no,cellular
34381,41,technician,divorced,secondary,4047,yes,no,cellular
34382,39,blue-collar,married,secondary,261,no,no,cellular
34383,47,blue-collar,married,secondary,668,yes,no,cellular
34384,30,technician,married,secondary,2107,no,no,cellular
34385,33,management,married,tertiary,17946,yes,no,cellular
34386,23,student,single,secondary,0,no,no,telephone
34387,32,management,single,secondary,388,no,no,telephone
34388,31,admin.,married,secondary,236,yes,yes,telephone
34389,38,technician,single,tertiary,2443,no,no,cellular
34390,29,management,single,secondary,3317,no,yes,telephone
34391,50,management,married,tertiary,311,no,no,cellular
34392,59,retired,divorced,secondary,514,no,no,cellular
34393,31,student,married,secondary,200,yes,no,cellular
34394,32,management,single,tertiary,2613,no,no,cellular
34395,20,student,single,secondary,130,no,no,telephone
34396,60,management,married,tertiary,5041,no,no,cellular
34397,46,management,married,unknown,3082,no,no,telephone
34398,28,blue-collar,married,secondary,61,yes,no,cellular
34399,35,management,single,tertiary,62,yes,no,cellular
34400,28,blue-collar,single,secondary,4229,yes,yes,cellular
34401,59,blue-collar,married,primary,6212,yes,no,cellular
34402,56,admin.,married,primary,2086,yes,no,cellular
34403,32,blue-collar,divorced,secondary,3027,no,no,cellular
34404,46,admin.,single,secondary,148,yes,no,cellular
34405,34,unemployed,married,secondary,156,yes,no,cellular
34406,55,blue-collar,married,secondary,233,yes,no,cellular
34407,50,blue-collar,married,primary,5872,yes,no,cellular
34408,30,admin.,divorced,secondary,1320,yes,yes,cellular
34409,37,management,single,tertiary,808,no,no,cellular
34410,28,unemployed,married,secondary,431,yes,no,cellular
34411,48,services,married,secondary,288,yes,no,cellular
34412,27,blue-collar,single,secondary,-289,yes,yes,cellular
34413,38,services,married,secondary,859,yes,no,cellular
34414,33,management,single,tertiary,1373,yes,no,cellular
34415,40,management,married,primary,535,yes,no,telephone
34416,35,blue-collar,single,secondary,-947,yes,no,cellular
34417,35,technician,married,tertiary,16,yes,no,cellular
34418,40,blue-collar,married,secondary,195,yes,no,cellular
34419,29,blue-collar,married,primary,6,yes,no,cellular
34420,46,technician,married,tertiary,-582,yes,no,cellular
34421,42,admin.,divorced,secondary,2133,yes,no,cellular
34422,38,entrepreneur,married,primary,1390,yes,no,cellular
34423,33,blue-collar,married,secondary,931,yes,no,cellular
34424,46,blue-collar,married,secondary,524,yes,no,telephone
34425,34,management,single,tertiary,26575,no,no,cellular
34426,35,admin.,single,secondary,1537,yes,no,cellular
34427,32,student,single,tertiary,290,yes,no,cellular
34428,33,admin.,single,secondary,346,yes,no,cellular
34429,47,management,single,secondary,-246,yes,no,cellular
34430,31,blue-collar,married,secondary,113,yes,no,cellular
34431,34,entrepreneur,married,secondary,2,yes,yes,cellular
34432,45,management,married,primary,4758,yes,no,cellular
34433,35,technician,single,tertiary,174,yes,no,cellular
34434,24,technician,married,secondary,330,yes,yes,cellular
34435,29,management,single,tertiary,1514,yes,no,telephone
34436,46,entrepreneur,married,secondary,212,yes,no,cellular
34437,28,services,married,secondary,0,yes,no,cellular
34438,45,blue-collar,married,secondary,640,yes,no,cellular
34439,26,unemployed,married,tertiary,0,yes,no,cellular
34440,27,services,single,secondary,-72,yes,no,cellular
34441,43,technician,married,secondary,994,yes,yes,cellular
34442,25,admin.,single,secondary,0,yes,no,cellular
34443,25,services,single,secondary,443,yes,no,cellular
34444,26,management,single,tertiary,4116,yes,no,cellular
34445,34,management,married,tertiary,1184,yes,no,cellular
34446,31,management,divorced,tertiary,10,yes,yes,cellular
34447,51,blue-collar,divorced,secondary,734,yes,yes,cellular
34448,26,technician,single,tertiary,3628,no,no,cellular
34449,31,management,single,tertiary,170,yes,yes,cellular
34450,30,management,single,tertiary,0,yes,no,cellular
34451,53,entrepreneur,divorced,tertiary,321,yes,no,cellular
34452,41,services,divorced,secondary,5766,yes,yes,cellular
34453,30,self-employed,single,tertiary,0,yes,no,cellular
34454,36,blue-collar,married,secondary,80,yes,yes,cellular
34455,36,blue-collar,single,secondary,206,yes,no,cellular
34456,45,admin.,married,secondary,46,yes,no,cellular
34457,30,services,married,secondary,-111,yes,no,cellular
34458,29,housemaid,single,secondary,4537,yes,no,telephone
34459,40,management,married,tertiary,710,yes,no,cellular
34460,53,management,divorced,tertiary,2894,yes,no,cellular
34461,47,self-employed,married,primary,3363,no,no,cellular
34462,37,admin.,divorced,secondary,0,yes,yes,cellular
34463,24,admin.,single,secondary,-386,yes,no,cellular
34464,46,admin.,single,tertiary,2889,yes,no,cellular
34465,30,blue-collar,single,secondary,80,yes,yes,cellular
34466,32,management,single,tertiary,112,yes,no,cellular
34467,36,blue-collar,married,primary,378,yes,no,cellular
34468,44,services,divorced,secondary,-368,yes,no,cellular
34469,37,services,married,secondary,4430,yes,no,cellular
34470,33,management,married,tertiary,0,yes,no,cellular
34471,53,technician,married,tertiary,431,yes,no,cellular
34472,32,admin.,single,secondary,12,yes,no,cellular
34473,55,management,divorced,tertiary,2625,yes,no,cellular
34474,35,technician,single,unknown,726,yes,no,cellular
34475,42,management,married,tertiary,1272,yes,no,cellular
34476,35,student,single,secondary,188,yes,no,cellular
34477,42,admin.,single,secondary,151,yes,no,telephone
34478,52,admin.,married,primary,576,yes,no,cellular
34479,43,blue-collar,married,secondary,130,no,no,cellular
34480,46,admin.,married,secondary,3145,yes,no,cellular
34481,36,blue-collar,single,secondary,767,yes,no,cellular
34482,35,management,single,tertiary,1,yes,no,cellular
34483,53,self-employed,divorced,tertiary,513,yes,no,cellular
34484,30,blue-collar,married,secondary,61,yes,no,cellular
34485,35,blue-collar,married,primary,147,yes,no,cellular
34486,53,technician,divorced,secondary,258,yes,yes,cellular
34487,37,blue-collar,married,secondary,288,yes,no,cellular
34488,29,admin.,single,secondary,0,yes,no,cellular
34489,41,blue-collar,single,secondary,537,yes,no,cellular
34490,35,admin.,married,secondary,3854,yes,no,cellular
34491,48,blue-collar,single,secondary,0,yes,no,cellular
34492,32,technician,married,tertiary,52,yes,yes,cellular
34493,30,management,single,tertiary,0,yes,no,cellular
34494,52,management,married,tertiary,2549,yes,no,cellular
34495,58,admin.,married,secondary,2160,yes,yes,cellular
34496,54,blue-collar,married,primary,714,no,no,cellular
34497,35,admin.,married,secondary,561,yes,no,cellular
34498,38,admin.,divorced,secondary,930,yes,no,cellular
34499,26,management,married,tertiary,784,yes,yes,cellular
34500,32,self-employed,single,tertiary,721,yes,no,cellular
34501,51,management,married,tertiary,630,yes,no,cellular
34502,31,technician,single,secondary,271,yes,no,cellular
34503,41,unemployed,married,secondary,0,yes,yes,cellular
34504,23,blue-collar,single,secondary,336,yes,no,cellular
34505,57,retired,divorced,tertiary,0,yes,no,cellular
34506,26,admin.,single,tertiary,6,yes,no,cellular
34507,59,admin.,divorced,primary,191,yes,no,cellular
34508,47,services,single,secondary,33,yes,no,cellular
34509,25,admin.,single,tertiary,1141,yes,no,cellular
34510,26,student,single,secondary,2572,yes,no,cellular
34511,22,student,single,secondary,562,yes,no,cellular
34512,27,management,single,secondary,0,yes,no,cellular
34513,39,blue-collar,married,primary,579,yes,yes,cellular
34514,30,blue-collar,single,secondary,1073,yes,no,cellular
34515,27,unemployed,single,secondary,268,yes,no,cellular
34516,37,services,divorced,secondary,726,yes,no,cellular
34517,30,services,single,secondary,572,yes,no,cellular
34518,37,management,married,tertiary,658,yes,no,cellular
34519,66,admin.,single,secondary,10177,no,no,cellular
34520,33,blue-collar,married,secondary,23,yes,no,cellular
34521,35,management,married,secondary,2311,yes,no,cellular
34522,29,blue-collar,single,secondary,-16,yes,yes,cellular
34523,30,admin.,married,secondary,182,yes,yes,cellular
34524,30,technician,single,secondary,237,yes,no,cellular
34525,37,blue-collar,married,primary,0,yes,no,cellular
34526,41,entrepreneur,married,tertiary,121,yes,no,cellular
34527,32,management,single,tertiary,0,yes,no,cellular
34528,34,blue-collar,divorced,secondary,0,yes,no,cellular
34529,38,technician,married,secondary,54,yes,yes,cellular
34530,33,admin.,married,secondary,30,yes,no,telephone
34531,23,unemployed,single,secondary,-503,yes,no,cellular
34532,33,self-employed,married,tertiary,210,yes,no,cellular
34533,24,student,single,secondary,547,no,no,telephone
34534,30,blue-collar,married,secondary,203,yes,no,cellular
34535,31,services,single,secondary,187,yes,no,cellular
34536,29,technician,single,secondary,-368,yes,no,cellular
34537,33,blue-collar,divorced,primary,1022,yes,no,cellular
34538,34,management,married,tertiary,188,no,no,cellular
34539,27,entrepreneur,single,secondary,376,yes,yes,cellular
34540,51,admin.,married,primary,2,yes,no,cellular
34541,27,entrepreneur,single,secondary,77,yes,yes,cellular
34542,27,technician,single,secondary,1996,yes,no,cellular
34543,25,technician,single,secondary,1833,yes,no,cellular
34544,30,management,single,tertiary,6392,yes,no,cellular
34545,32,blue-collar,single,primary,2829,yes,no,cellular
34546,27,technician,single,secondary,740,yes,no,cellular
34547,26,technician,married,secondary,18,yes,yes,cellular
34548,38,blue-collar,single,secondary,2032,yes,no,cellular
34549,41,management,married,secondary,6,no,no,cellular
34550,23,technician,single,secondary,632,yes,no,cellular
34551,57,retired,married,secondary,0,yes,no,cellular
34552,34,management,divorced,tertiary,1,yes,no,cellular
34553,33,admin.,single,tertiary,1371,yes,no,cellular
34554,40,technician,single,tertiary,47,yes,no,cellular
34555,31,management,married,tertiary,451,yes,no,cellular
34556,48,admin.,divorced,secondary,-513,yes,no,cellular
34557,40,blue-collar,single,secondary,411,yes,no,cellular
34558,36,management,divorced,tertiary,668,yes,no,cellular
34559,28,services,married,secondary,0,yes,no,cellular
34560,27,technician,single,tertiary,75,yes,yes,cellular
34561,39,housemaid,married,secondary,1372,yes,yes,cellular
34562,43,blue-collar,married,primary,2598,no,no,cellular
34563,39,management,married,tertiary,0,yes,no,cellular
34564,28,self-employed,married,tertiary,112,yes,yes,cellular
34565,41,blue-collar,divorced,secondary,257,yes,no,cellular
34566,31,blue-collar,single,secondary,196,yes,no,cellular
34567,30,blue-collar,single,primary,253,yes,no,cellular
34568,42,management,married,tertiary,3718,yes,no,cellular
34569,27,blue-collar,married,primary,1,yes,no,cellular
34570,56,blue-collar,divorced,primary,0,yes,no,cellular
34571,46,admin.,married,secondary,517,yes,no,cellular
34572,28,blue-collar,married,secondary,1590,no,no,cellular
34573,29,entrepreneur,married,secondary,178,yes,no,cellular
34574,29,services,single,secondary,197,yes,no,cellular
34575,30,services,married,secondary,253,yes,no,cellular
34576,33,self-employed,single,tertiary,94,yes,no,cellular
34577,33,management,single,tertiary,12686,yes,no,cellular
34578,34,blue-collar,married,secondary,393,yes,no,cellular
34579,31,blue-collar,single,secondary,350,yes,no,cellular
34580,28,blue-collar,married,secondary,-25,yes,no,cellular
34581,31,management,single,tertiary,130,yes,no,cellular
34582,47,technician,married,secondary,232,yes,no,cellular
34583,39,admin.,single,secondary,782,yes,no,cellular
34584,47,blue-collar,married,primary,-301,yes,no,cellular
34585,33,services,married,secondary,255,yes,yes,cellular
34586,40,services,married,secondary,0,yes,no,cellular
34587,31,services,single,secondary,3677,yes,no,cellular
34588,32,admin.,single,secondary,98,yes,no,cellular
34589,35,management,single,unknown,121,yes,no,cellular
34590,51,entrepreneur,married,tertiary,3921,yes,no,cellular
34591,43,management,divorced,tertiary,1133,yes,no,cellular
34592,33,admin.,married,secondary,258,yes,no,cellular
34593,40,blue-collar,married,secondary,617,yes,no,cellular
34594,45,admin.,single,secondary,-11,yes,no,cellular
34595,36,blue-collar,married,secondary,108,yes,no,cellular
34596,41,blue-collar,married,secondary,992,yes,yes,cellular
34597,42,admin.,single,secondary,0,yes,no,cellular
34598,47,management,married,tertiary,1649,yes,no,cellular
34599,41,blue-collar,divorced,primary,169,yes,no,cellular
34600,35,admin.,married,secondary,1,yes,yes,cellular
34601,32,technician,divorced,tertiary,75,no,no,cellular
34602,41,blue-collar,married,primary,-441,yes,no,cellular
34603,44,unemployed,married,secondary,0,no,no,cellular
34604,32,management,single,tertiary,11,yes,yes,cellular
34605,35,management,married,tertiary,1432,yes,no,cellular
34606,37,admin.,single,secondary,686,yes,no,cellular
34607,35,management,married,tertiary,0,yes,no,cellular
34608,30,self-employed,single,secondary,280,no,no,telephone
34609,37,technician,married,tertiary,3043,yes,no,cellular
34610,37,blue-collar,married,primary,-738,yes,no,cellular
34611,37,services,divorced,secondary,731,yes,no,cellular
34612,43,management,married,secondary,-100,yes,no,cellular
34613,33,blue-collar,married,primary,415,yes,no,cellular
34614,54,technician,married,secondary,-258,yes,no,cellular
34615,31,services,single,secondary,3,yes,no,cellular
34616,35,services,single,secondary,1239,yes,no,cellular
34617,53,admin.,divorced,secondary,0,yes,no,cellular
34618,44,blue-collar,single,primary,38,yes,no,cellular
34619,56,technician,married,secondary,170,yes,no,cellular
34620,43,blue-collar,married,secondary,-755,yes,yes,cellular
34621,34,services,divorced,secondary,-258,yes,no,cellular
34622,31,admin.,married,secondary,33,yes,no,cellular
34623,54,entrepreneur,married,secondary,0,yes,no,cellular
34624,47,technician,married,secondary,57,no,no,cellular
34625,35,entrepreneur,married,tertiary,0,no,no,cellular
34626,45,services,divorced,secondary,343,yes,no,cellular
34627,39,management,divorced,tertiary,224,yes,no,cellular
34628,35,management,married,tertiary,76,no,no,cellular
34629,42,technician,married,secondary,89,yes,no,cellular
34630,32,admin.,divorced,secondary,-273,yes,no,cellular
34631,53,services,married,primary,171,yes,yes,cellular
34632,33,technician,divorced,secondary,1480,yes,no,cellular
